artist,song,label,position,start_date,end_date
SSIO,Hash Hash,Alles Oder Nix Records,93,01.11.2019,07.11.2019
Coldplay,Orphans,Parlophone Label Group,94,01.11.2019,07.11.2019
Eren Can,Ist okay,C.R.E.A.M.,95,01.11.2019,07.11.2019
Yung Hurn,Ponny,Live From Earth,96,01.11.2019,07.11.2019
Bausa,Mary,Warner Music Germany,97,01.11.2019,07.11.2019
Mabel [UK],Don't Call Me Up,Polydor,98,01.11.2019,07.11.2019
OneRepublic,Rescue Me,Interscope,99,01.11.2019,07.11.2019
TJ_beastboy,1000x cooler,Cyber-Gen,100,01.11.2019,07.11.2019
Tones And I,Dance Monkey,Bad Batch Records,1,08.11.2019,14.11.2019
Apache 207,Roller,SME - Two Sides,2,08.11.2019,14.11.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,3,08.11.2019,14.11.2019
Nimo,Karma,Universal Domestic Urban,4,08.11.2019,14.11.2019
Capital Bra x Samra & Lea,110,Universal Domestic Urban,5,08.11.2019,14.11.2019
Apache 207,200 km/h,SME - Two Sides,6,08.11.2019,14.11.2019
RIN & Bausa,Keine Liebe,SME - Division,7,08.11.2019,14.11.2019
Regard,Ride It,SME - Ministry Of Sound,8,08.11.2019,14.11.2019
RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,9,08.11.2019,14.11.2019
Sido feat. Apache 207,2002,Universal Domestic Urban,10,08.11.2019,14.11.2019
Selena Gomez,Lose You To Love Me,Interscope,11,08.11.2019,14.11.2019
Reezy feat. Summer Cem,Phantom,SME - Two Sides,12,08.11.2019,14.11.2019
RAF Camora feat. Bonez MC,Unnormal,Indipendenza,13,08.11.2019,14.11.2019
Jamule x Cro,1000 Hits,Life Is Pain,14,08.11.2019,14.11.2019
Tim Bendzko,Hoch,SME - Jive Germany,15,08.11.2019,14.11.2019
The Cratez & Bonez MC,Honda Civic,SME - RBK,16,08.11.2019,14.11.2019
Blackbear,Hot Girl Bummer,Interscope,17,08.11.2019,14.11.2019
Travis Scott,Highest In The Room,SME - Epic,18,08.11.2019,14.11.2019
Post Malone,Circles,Republic Records,19,08.11.2019,14.11.2019
Mark Forster,194 Länder,SME - Four Music,20,08.11.2019,14.11.2019
Lena x Nico Santos,Better,Universal Domestic Polydor,21,08.11.2019,14.11.2019
RAF Camora,Adriana,Indipendenza,22,08.11.2019,14.11.2019
Apache 207,Kein Problem,SME - Two Sides,23,08.11.2019,14.11.2019
LUM!X & Gabry Ponte,Monster,Spinnin' Records,24,08.11.2019,14.11.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,25,08.11.2019,14.11.2019
Dua Lipa,Don't Start Now,Universal Domestic Urban,26,08.11.2019,14.11.2019
SSIO,Testo E,Alles Oder Nix Records,27,08.11.2019,14.11.2019
Shawn Mendes & Camila Cabello,Señorita,Island,28,08.11.2019,14.11.2019
Maroon 5,Memories,A&M Records,29,08.11.2019,14.11.2019
Capital Bra x Samra,Tilidin,Universal Domestic Urban,30,08.11.2019,14.11.2019
Ufo361 & Ezhel,YKKE,Universal Domestic Urban,31,08.11.2019,14.11.2019
RAF Camora,Vendetta,Indipendenza,32,08.11.2019,14.11.2019
RAF Camora,Sag ihnen 2,Indipendenza,33,08.11.2019,14.11.2019
Billie Eilish,Bad Guy,Universal,34,08.11.2019,14.11.2019
Juju feat. Henning May,Vermissen,Jinx Music,35,08.11.2019,14.11.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,36,08.11.2019,14.11.2019
Loredana feat. Mero,Kein Plan,Loredana,37,08.11.2019,14.11.2019
Loredana feat. Mozzik,Eiskalt,Loredana,38,08.11.2019,14.11.2019
Summer Cem feat. Luciano,Summer Cem,Banger Musik,39,08.11.2019,14.11.2019
Fero47,47,SME - Epic,40,08.11.2019,14.11.2019
Lil Nas X,Old Town Road,SME - Columbia,41,08.11.2019,14.11.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,42,08.11.2019,14.11.2019
Vize feat. Laniia,Stars,Kontor Records,43,08.11.2019,14.11.2019
Loredana,Genick,Loredana,44,08.11.2019,14.11.2019
Capital Bra & Samra,Berlin lebt wie nie zuvor,Universal Domestic Urban,45,08.11.2019,14.11.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,46,08.11.2019,14.11.2019
Sam Feldt feat. Rani,Post Malone,Spinnin' Records,47,08.11.2019,14.11.2019
Samra x Capital Bra,Huracan,Universal Domestic Urban,48,08.11.2019,14.11.2019
The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,SME - Columbia,49,08.11.2019,14.11.2019
Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,50,08.11.2019,14.11.2019
Dardan feat. Xiara,Genauso,Hypnotize Entertainment,51,08.11.2019,14.11.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,52,08.11.2019,14.11.2019
Sarah Connor,Vincent,Universal Domestic Polydor,53,08.11.2019,14.11.2019
Bushido - Animus,Lichter der Stadt,SME - Bushido,54,08.11.2019,14.11.2019
Jerome [DE],Light,Kontor Records,55,08.11.2019,14.11.2019
Capo,Im Rhythmus gefangen,Warner Music Germany,56,08.11.2019,14.11.2019
RIN,Fabergé,SME - Division,57,08.11.2019,14.11.2019
Apache 207,2 Minuten,SME - Two Sides,58,08.11.2019,14.11.2019
Sido feat. Johannes Oerding,Pyramiden,Universal Domestic Urban,59,08.11.2019,14.11.2019
Veysel & Jugglerz,Normal,Bela Boyz,60,08.11.2019,14.11.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,61,08.11.2019,14.11.2019
Kygo x Whitney Houston,Higher Love,SME - RCA International,62,08.11.2019,14.11.2019
Dermot Kennedy,Outnumbered,Interscope,63,08.11.2019,14.11.2019
LEA,110 (Prolog),SME - Four Music,64,08.11.2019,14.11.2019
Jamule,Moneyhoneydrip,Life Is Pain,65,08.11.2019,14.11.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,66,08.11.2019,14.11.2019
Farid Bang,Stier,Farid Bang,67,08.11.2019,14.11.2019
Kummer,Bei Dir,Eklat Tonträger,68,08.11.2019,14.11.2019
Selena Gomez,Look At Her Now,Interscope,69,08.11.2019,14.11.2019
Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,70,08.11.2019,14.11.2019
Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,Soulforce/BMG,71,08.11.2019,14.11.2019
Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,SME - Epic,72,08.11.2019,14.11.2019
Ava Max,Torn,Atlantic,73,08.11.2019,14.11.2019
Apache 207,Brot nach Hause,SME - Two Sides,74,08.11.2019,14.11.2019
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,75,08.11.2019,14.11.2019
Shaed,Trampoline,Caroline Records,76,08.11.2019,14.11.2019
Shirin David & Xavier Naidoo,Nur mit dir,Juicy Money Records,77,08.11.2019,14.11.2019
Camila Cabello,Liar,SME - Syco Music,78,08.11.2019,14.11.2019
Ellie Goulding & Juice WRLD,Hate Me,Polydor,79,08.11.2019,14.11.2019
Sam Smith,How Do You Sleep?,Capitol,80,08.11.2019,14.11.2019
Capital Bra & Samra & Santos,Purple Rain,Universal Domestic Urban,81,08.11.2019,14.11.2019
Lindemann & Ministry,Ich weiß es nicht,Universal Domestic Vertigo,82,08.11.2019,14.11.2019
Younotus & Janieck & Senex,Narcotic,B1 Recordings,83,08.11.2019,14.11.2019
Loredana,Jetzt rufst du an,Loredana,84,08.11.2019,14.11.2019
Summer Cem,Primetime,Banger Musik,85,08.11.2019,14.11.2019
RIN,Up In Smoke,SME - Division,86,08.11.2019,14.11.2019
Capital Bra x Samra,Nummer 1,Universal Domestic Urban,87,08.11.2019,14.11.2019
Blanco Brown,The Git Up,Broken Bow Records,88,08.11.2019,14.11.2019
Dan + Shay / Justin Bieber,"10,000 Hours",Warner Music International,89,08.11.2019,14.11.2019
Freya Ridings,Castles,Island,90,08.11.2019,14.11.2019
Patron + Dardan,Wo???,Hypnotize Entertainment,91,08.11.2019,14.11.2019
Capo,Run Run Run,Warner Music Germany,92,08.11.2019,14.11.2019
Seeed,G€ld,BMG,93,08.11.2019,14.11.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,94,08.11.2019,14.11.2019
R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,95,08.11.2019,14.11.2019
Kalim feat. Nimo,Lowrider,Universal Domestic Urban,96,08.11.2019,14.11.2019
Sido feat. Monchi,Leben vor dem Tod,Universal Domestic Urban,97,08.11.2019,14.11.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,98,08.11.2019,14.11.2019
TJ_beastboy,1000x cooler,Cyber-Gen,99,08.11.2019,14.11.2019
Lizzo,Good As Hell,Nice Life,100,08.11.2019,14.11.2019
Tones And I,Dance Monkey,Bad Batch Records,1,15.11.2019,21.11.2019
Apache 207,Roller,SME - Two Sides,2,15.11.2019,21.11.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,3,15.11.2019,21.11.2019
Nimo,Karma,Urban,4,15.11.2019,21.11.2019
Apache 207,200 km/h,SME - Two Sides,5,15.11.2019,21.11.2019
Capital Bra x Samra & Lea,110,Urban,6,15.11.2019,21.11.2019
Apache 207,Doch in der Nacht,SME - Two Sides,7,15.11.2019,21.11.2019
Regard,Ride It,SME - Ministry Of Sound,8,15.11.2019,21.11.2019
Brado & Mero,Kafa Leyla,Chapter One,9,15.11.2019,21.11.2019
RIN & Bausa,Keine Liebe,SME - Division,10,15.11.2019,21.11.2019
Azet,Seele,KMN Gang,11,15.11.2019,21.11.2019
Sido feat. Apache 207,2002,Urban,12,15.11.2019,21.11.2019
Apache 207,Sex mit dir,SME - Two Sides,13,15.11.2019,21.11.2019
Selena Gomez,Lose You To Love Me,Interscope,14,15.11.2019,21.11.2019
RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,15,15.11.2019,21.11.2019
Reezy feat. Summer Cem,Phantom,SME - Two Sides,16,15.11.2019,21.11.2019
Kollegah,Alphagenetik,Alpha Music Empire,17,15.11.2019,21.11.2019
RAF Camora feat. Bonez MC,Unnormal,Indipendenza,18,15.11.2019,21.11.2019
Mark Forster,194 Länder,SME - Four Music,19,15.11.2019,21.11.2019
Jamule x Cro,1000 Hits,Life Is Pain,20,15.11.2019,21.11.2019
Dua Lipa,Don't Start Now,Urban,21,15.11.2019,21.11.2019
Blackbear,Hot Girl Bummer,Interscope,22,15.11.2019,21.11.2019
Tim Bendzko,Hoch,SME - Jive Germany,23,15.11.2019,21.11.2019
Post Malone,Circles,Republic Records,24,15.11.2019,21.11.2019
The Cratez & Bonez MC,Honda Civic,SME - RBK,25,15.11.2019,21.11.2019
Travis Scott,Highest In The Room,SME - Epic,26,15.11.2019,21.11.2019
Lena x Nico Santos,Better,Universal Domestic Polydor,27,15.11.2019,21.11.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,28,15.11.2019,21.11.2019
Apache 207,Kein Problem,SME - Two Sides,29,15.11.2019,21.11.2019
LUM!X & Gabry Ponte,Monster,Spinnin' Records,30,15.11.2019,21.11.2019
Maroon 5,Memories,A&M Records,31,15.11.2019,21.11.2019
Summer Cem feat. Luciano,Summer Cem,Banger Musik,32,15.11.2019,21.11.2019
Freschta Akbarzada feat. Sido,Meine 3 Minuten,Voice Of Germany,33,15.11.2019,21.11.2019
Apache 207,Beef,SME - Two Sides,34,15.11.2019,21.11.2019
Capital Bra x Samra,Tilidin,Urban,35,15.11.2019,21.11.2019
Shawn Mendes & Camila Cabello,Señorita,Island,36,15.11.2019,21.11.2019
RAF Camora,Adriana,Indipendenza,37,15.11.2019,21.11.2019
Juju feat. Henning May,Vermissen,Jinx Music,38,15.11.2019,21.11.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,39,15.11.2019,21.11.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,40,15.11.2019,21.11.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,41,15.11.2019,21.11.2019
Billie Eilish,Bad Guy,Universal,42,15.11.2019,21.11.2019
Loredana feat. Mozzik,Eiskalt,Loredana,43,15.11.2019,21.11.2019
Apache 207,Keine Fragen,SME - Two Sides,44,15.11.2019,21.11.2019
Jerome [DE],Light,Kontor Records,45,15.11.2019,21.11.2019
Lil Nas X,Old Town Road,SME - Columbia,46,15.11.2019,21.11.2019
Dermot Kennedy,Outnumbered,Interscope,47,15.11.2019,21.11.2019
Sam Feldt feat. Rani,Post Malone,Spinnin' Records,48,15.11.2019,21.11.2019
Loredana feat. Mero,Kein Plan,Loredana,49,15.11.2019,21.11.2019
Apache 207,Grey Goose,SME - Two Sides,50,15.11.2019,21.11.2019
Loredana,Genick,Loredana,51,15.11.2019,21.11.2019
Freya Ridings,Castles,Island,52,15.11.2019,21.11.2019
Vize feat. Laniia,Stars,Kontor Records,53,15.11.2019,21.11.2019
Summer Cem,Primetime,Banger Musik,54,15.11.2019,21.11.2019
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,55,15.11.2019,21.11.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,56,15.11.2019,21.11.2019
Sido feat. Johannes Oerding,Pyramiden,Urban,57,15.11.2019,21.11.2019
SSIO,Testo E,Alles Oder Nix Records,58,15.11.2019,21.11.2019
Ava Max,Torn,Atlantic,59,15.11.2019,21.11.2019
LEA,110 (Prolog),SME - Four Music,60,15.11.2019,21.11.2019
Samra x Capital Bra,Huracan,Urban,61,15.11.2019,21.11.2019
Apache 207,2 Minuten,SME - Two Sides,62,15.11.2019,21.11.2019
Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,63,15.11.2019,21.11.2019
Shaed,Trampoline,Caroline Records,64,15.11.2019,21.11.2019
The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,SME - Columbia,65,15.11.2019,21.11.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,66,15.11.2019,21.11.2019
Capital Bra & Samra,Berlin lebt wie nie zuvor,Urban,67,15.11.2019,21.11.2019
Ufo361 & Ezhel,YKKE,Urban,68,15.11.2019,21.11.2019
Sarah Connor,Vincent,Universal Domestic Polydor,69,15.11.2019,21.11.2019
Fero47,47,SME - Epic,70,15.11.2019,21.11.2019
Arizona Zervas,Roxanne,Arizona Zervas,71,15.11.2019,21.11.2019
RAF Camora,Vendetta,Indipendenza,72,15.11.2019,21.11.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,73,15.11.2019,21.11.2019
Jamule,Moneyhoneydrip,Life Is Pain,74,15.11.2019,21.11.2019
Kygo x Whitney Houston,Higher Love,SME - RCA International,75,15.11.2019,21.11.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,76,15.11.2019,21.11.2019
Summer Cem feat. Capital Bra,Diamonds,Banger Musik,77,15.11.2019,21.11.2019
Finch Asozial,Finchiboy,Warner Music Germany,78,15.11.2019,21.11.2019
RIN,Fabergé,SME - Division,79,15.11.2019,21.11.2019
Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,Soulforce/BMG,80,15.11.2019,21.11.2019
Dardan feat. Xiara,Genauso,Hypnotize Entertainment,81,15.11.2019,21.11.2019
Samra & Capital Bra,Wieder Lila,Urban,82,15.11.2019,21.11.2019
Apache 207,Brot nach Hause,SME - Two Sides,83,15.11.2019,21.11.2019
Kummer,Bei Dir,Eklat Tonträger,84,15.11.2019,21.11.2019
Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,SME - Epic,85,15.11.2019,21.11.2019
Camila Cabello,Liar,SME - Syco Music,86,15.11.2019,21.11.2019
Johannes Oerding,An guten Tagen,SME - Columbia Domestic,87,15.11.2019,21.11.2019
Ellie Goulding & Juice WRLD,Hate Me,Polydor,88,15.11.2019,21.11.2019
TJ_beastboy,1000x cooler,Cyber-Gen,89,15.11.2019,21.11.2019
Shirin David & Xavier Naidoo,Nur mit dir,Juicy Money Records,90,15.11.2019,21.11.2019
RAF Camora,Sag ihnen 2,Indipendenza,91,15.11.2019,21.11.2019
Younotus & Janieck & Senex,Narcotic,SME - B1 Recordings,92,15.11.2019,21.11.2019
Capo,Im Rhythmus gefangen,Warner Music Germany,93,15.11.2019,21.11.2019
R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,94,15.11.2019,21.11.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,95,15.11.2019,21.11.2019
Sam Smith,How Do You Sleep?,Capitol,96,15.11.2019,21.11.2019
Loredana,Jetzt rufst du an,Loredana,97,15.11.2019,21.11.2019
Veysel & Jugglerz,Normal,Bela Boyz,98,15.11.2019,21.11.2019
Summer Cem x Gringo,Yallah Goodbye,Banger Musik,99,15.11.2019,21.11.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,100,15.11.2019,21.11.2019
Tones And I,Dance Monkey,Bad Batch Records,1,22.11.2019,28.11.2019
Apache 207,Roller,SME - Two Sides,2,22.11.2019,28.11.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,3,22.11.2019,28.11.2019
Capital Bra x Samra & Lea,110,Urban,4,22.11.2019,28.11.2019
Apache 207,200 km/h,SME - Two Sides,5,22.11.2019,28.11.2019
Nimo,Karma,Urban,6,22.11.2019,28.11.2019
Bausa x Joshi Mizu x Maxwell,Skifahren,SME - RBK,7,22.11.2019,28.11.2019
Regard,Ride It,B1 Recordings,8,22.11.2019,28.11.2019
Billie Eilish,Everything I Wanted,Universal,9,22.11.2019,28.11.2019
Apache 207,Doch in der Nacht,SME - Two Sides,10,22.11.2019,28.11.2019
RIN & Bausa,Keine Liebe,SME - Division,11,22.11.2019,28.11.2019
Sido feat. Apache 207,2002,Urban,12,22.11.2019,28.11.2019
Mark Forster,194 Länder,SME - Four Music,13,22.11.2019,28.11.2019
Azet,Seele,KMN Gang,14,22.11.2019,28.11.2019
Apache 207,Sex mit dir,SME - Two Sides,15,22.11.2019,28.11.2019
Dua Lipa,Don't Start Now,Urban,16,22.11.2019,28.11.2019
Selena Gomez,Lose You To Love Me,Interscope,17,22.11.2019,28.11.2019
RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,18,22.11.2019,28.11.2019
Blackbear,Hot Girl Bummer,Interscope,19,22.11.2019,28.11.2019
RAF Camora feat. Bonez MC,Unnormal,Indipendenza,20,22.11.2019,28.11.2019
Reezy feat. Summer Cem,Phantom,SME - Two Sides,21,22.11.2019,28.11.2019
Brado & Mero,Kafa Leyla,Chapter One,22,22.11.2019,28.11.2019
Jamule x Cro,1000 Hits,Life Is Pain,23,22.11.2019,28.11.2019
Maroon 5,Memories,A&M Records,24,22.11.2019,28.11.2019
Post Malone,Circles,Republic Records,25,22.11.2019,28.11.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,26,22.11.2019,28.11.2019
Tim Bendzko,Hoch,SME - Jive Germany,27,22.11.2019,28.11.2019
Travis Scott,Highest In The Room,SME - Epic,28,22.11.2019,28.11.2019
The Cratez & Bonez MC,Honda Civic,SME - RBK,29,22.11.2019,28.11.2019
Tyga,Ayy Macarena,SME - Columbia,30,22.11.2019,28.11.2019
Apache 207,Kein Problem,SME - Two Sides,31,22.11.2019,28.11.2019
LUM!X & Gabry Ponte,Monster,Spinnin' Records,32,22.11.2019,28.11.2019
Lena x Nico Santos,Better,Universal Domestic Polydor,33,22.11.2019,28.11.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,34,22.11.2019,28.11.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,35,22.11.2019,28.11.2019
Capital Bra x Samra,Tilidin,Urban,36,22.11.2019,28.11.2019
Freschta Akbarzada feat. Sido,Meine 3 Minuten,Voice Of Germany,37,22.11.2019,28.11.2019
Shawn Mendes & Camila Cabello,Señorita,Island,38,22.11.2019,28.11.2019
Arizona Zervas,Roxanne,SME - Arizona Zervas,39,22.11.2019,28.11.2019
Jerome [DE],Light,Kontor Records,40,22.11.2019,28.11.2019
Juju feat. Henning May,Vermissen,Jinx Music,41,22.11.2019,28.11.2019
Billie Eilish,Bad Guy,Universal,42,22.11.2019,28.11.2019
Apache 207,Beef,SME - Two Sides,43,22.11.2019,28.11.2019
Summer Cem feat. Luciano,Summer Cem,Banger Musik,44,22.11.2019,28.11.2019
Dermot Kennedy,Outnumbered,Interscope,45,22.11.2019,28.11.2019
RAF Camora,Adriana,Indipendenza,46,22.11.2019,28.11.2019
Black Eyed Peas x J Balvin,Ritmo (Bad Boys For Life),SME - Epic,47,22.11.2019,28.11.2019
Kollegah,Alphagenetik,Alpha Music Empire,48,22.11.2019,28.11.2019
Loredana feat. Mozzik,Eiskalt,Loredana,49,22.11.2019,28.11.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,50,22.11.2019,28.11.2019
Lil Nas X,Old Town Road,SME - Columbia,51,22.11.2019,28.11.2019
Sam Feldt feat. Rani,Post Malone,Spinnin' Records,52,22.11.2019,28.11.2019
Noah [DE],Ai ai ai,SQP,53,22.11.2019,28.11.2019
Kerstin Ott & Helene Fischer,Regenbogenfarben,Universal Domestic Polydor,54,22.11.2019,28.11.2019
Freya Ridings,Castles,Island,55,22.11.2019,28.11.2019
Riton x Oliver Heldens feat. Vula,Turn Me On,SME - Ministry Of Sound,56,22.11.2019,28.11.2019
Apache 207,Keine Fragen,SME - Two Sides,57,22.11.2019,28.11.2019
Loredana feat. Mero,Kein Plan,Loredana,58,22.11.2019,28.11.2019
Ava Max,Torn,Atlantic,59,22.11.2019,28.11.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,60,22.11.2019,28.11.2019
Vize feat. Laniia,Stars,Kontor Records,61,22.11.2019,28.11.2019
Loredana,Genick,Loredana,62,22.11.2019,28.11.2019
Shaed,Trampoline,Caroline Records,63,22.11.2019,28.11.2019
Sido feat. Johannes Oerding,Pyramiden,Urban,64,22.11.2019,28.11.2019
Eno,Sauba,Alles Oder Nix Records,65,22.11.2019,28.11.2019
LEA,110 (Prolog),SME - Four Music,66,22.11.2019,28.11.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,67,22.11.2019,28.11.2019
Sarah Connor,Vincent,Universal Domestic Polydor,68,22.11.2019,28.11.2019
Apache 207,Grey Goose,SME - Two Sides,69,22.11.2019,28.11.2019
Lotte & Max Giesinger,"Auf das, was da noch kommt",SME - Columbia,70,22.11.2019,28.11.2019
Apache 207,2 Minuten,SME - Two Sides,71,22.11.2019,28.11.2019
Samra x Capital Bra,Huracan,Urban,72,22.11.2019,28.11.2019
Mariah Carey,All I Want For Christmas Is You,SME - Columbia,73,22.11.2019,28.11.2019
Kygo x Whitney Houston,Higher Love,SME - RCA International,74,22.11.2019,28.11.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,75,22.11.2019,28.11.2019
The Chainsmokers & Illenium feat. Lennon Stella,Takeaway,SME - Columbia,76,22.11.2019,28.11.2019
Jamule,Moneyhoneydrip,Life Is Pain,77,22.11.2019,28.11.2019
Samra & Capital Bra,Wieder Lila,Urban,78,22.11.2019,28.11.2019
Summer Cem,Primetime,Banger Musik,79,22.11.2019,28.11.2019
Ufo361 & Ezhel,YKKE,Urban,80,22.11.2019,28.11.2019
Capital Bra & Samra,Berlin lebt wie nie zuvor,Urban,81,22.11.2019,28.11.2019
Apache 207,Brot nach Hause,SME - Two Sides,82,22.11.2019,28.11.2019
Wham!,Last Christmas,SME - Epic,83,22.11.2019,28.11.2019
Trettmann & KitschKrieg feat. Alli Neumann,Zeit steht,Soulforce/BMG,84,22.11.2019,28.11.2019
RIN,Fabergé,SME - Division,85,22.11.2019,28.11.2019
SSIO,Testo E,Alles Oder Nix Records,86,22.11.2019,28.11.2019
Dardan feat. Xiara,Genauso,Hypnotize Entertainment,87,22.11.2019,28.11.2019
Kummer,Bei Dir,Eklat Tonträger,88,22.11.2019,28.11.2019
Dimitri Vegas & Like Mike / David Guetta / Daddy Yankee / Afro Bros / Natti Natasha,Instagram,SME - Epic,89,22.11.2019,28.11.2019
Camila Cabello,Liar,SME - Syco Music,90,22.11.2019,28.11.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,91,22.11.2019,28.11.2019
TJ_beastboy,1000x cooler,Cyber-Gen,92,22.11.2019,28.11.2019
Ellie Goulding & Juice WRLD,Hate Me,Polydor,93,22.11.2019,28.11.2019
Summer Cem feat. Capital Bra,Diamonds,Banger Musik,94,22.11.2019,28.11.2019
Fero47,47,SME - Epic,95,22.11.2019,28.11.2019
Ghetto Phénomène feat. RAF Camora,Fratello,Universal,96,22.11.2019,28.11.2019
RAF Camora,Vendetta,Indipendenza,97,22.11.2019,28.11.2019
Younotus & Janieck & Senex,Narcotic,B1 Recordings,98,22.11.2019,28.11.2019
Johannes Oerding,An guten Tagen,SME - Columbia Domestic,99,22.11.2019,28.11.2019
Marshmello x Yungblud x Blackbear,Tongue Tied,Universal,100,22.11.2019,28.11.2019
Tones And I,Dance Monkey,Bad Batch Records,1,29.11.2019,05.12.2019
Apache 207,Roller,SME - Two Sides,2,29.11.2019,05.12.2019
Apache 207,Wieso tust Du dir das an?,SME - Two Sides,3,29.11.2019,05.12.2019
Bausa x Joshi Mizu x Maxwell,Skifahren,SME -RBK,4,29.11.2019,05.12.2019
Apache 207,200 km/h,SME - Two Sides,5,29.11.2019,05.12.2019
Capital Bra x Samra & Lea,110,Urban,6,29.11.2019,05.12.2019
Regard,Ride It,B1 Recordings,7,29.11.2019,05.12.2019
Nimo,Karma,Urban,8,29.11.2019,05.12.2019
Apache 207,Doch in der Nacht,SME - Two Sides,9,29.11.2019,05.12.2019
RIN & Bausa,Keine Liebe,SME - Division,10,29.11.2019,05.12.2019
Sido feat. Apache 207,2002,Urban,11,29.11.2019,05.12.2019
Tyga,Ayy Macarena,SME - Columbia,12,29.11.2019,05.12.2019
Billie Eilish,Everything I Wanted,Universal,13,29.11.2019,05.12.2019
Mark Forster,194 Länder,SME - Four Music,14,29.11.2019,05.12.2019
Die Toten Hosen,Feiern im Regen,JKP - Jochens kleine Plattenfirma,15,29.11.2019,05.12.2019
Summer Cem,Pompa,Banger Musik,16,29.11.2019,05.12.2019
Azet,Seele,KMN Gang,17,29.11.2019,05.12.2019
Dua Lipa,Don't Start Now,Urban,18,29.11.2019,05.12.2019
Apache 207,Sex mit dir,SME - Two Sides,19,29.11.2019,05.12.2019
SSIO / Adulis Ghebreyesus,Ibis Hotel,Alles Oder Nix Records,20,29.11.2019,05.12.2019
Maroon 5,Memories,A&M Records,21,29.11.2019,05.12.2019
Blackbear,Hot Girl Bummer,Interscope,22,29.11.2019,05.12.2019
Selena Gomez,Lose You To Love Me,Interscope,23,29.11.2019,05.12.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,24,29.11.2019,05.12.2019
Post Malone,Circles,Republic Records,25,29.11.2019,05.12.2019
Mariah Carey,All I Want For Christmas Is You,SME - Columbia,26,29.11.2019,05.12.2019
RAF Camora feat. Ghetto Phenomene,Puta madre,Indipendenza,27,29.11.2019,05.12.2019
Bushido - Animus,Renegade,SME - Bushido,28,29.11.2019,05.12.2019
Reezy feat. Summer Cem,Phantom,SME - Two Sides,29,29.11.2019,05.12.2019
Apache 207,Kein Problem,SME - Two Sides,30,29.11.2019,05.12.2019
Travis Scott,Highest In The Room,SME - Epic,31,29.11.2019,05.12.2019
Meduza x Becky Hill x Goodboys,Lose Control,Virgin Records,32,29.11.2019,05.12.2019
